Date,Description,Debit,Credit,Balance,Category,SubCategory
11/10/2024,Osko Withdrawal               11Oct11:22 Kelly Deen,1900,,714939.71,Withdrawals & Transfers,Withdrawal
11/10/2024,Atm Withdrawal                11Oct09:44 Atmx 139 Oconnell St   North Adelaid08Au,2000,,716839.71,Withdrawals & Transfers,ATM & EFTPOS
10/10/2024,Internet Withdrawal           10Oct06:00 To 0280074830940,800,,718839.71,Withdrawals & Transfers,Funds transfer
10/10/2024,Internet Withdrawal           10Oct06:00 To 1160084689040,320,,719639.71,Withdrawals & Transfers,Funds transfer
10/10/2024,Internet Withdrawal           10Oct06:00 To 802-919 001908567,1000,,719959.71,Withdrawals & Transfers,Funds transfer
10/10/2024,Internet Withdrawal           09Oct22:36 To 1160084689040,50,,720959.71,Withdrawals & Transfers,Funds transfer
9/10/2024,Visa Purchase                 06Oct Ezyreg Sa            Adelaide,196.62,,721009.71,Bills & Payments,Professional & Govt services
9/10/2024,Internet Withdrawal           09Oct15:25 To 9000204517840,2000,,721206.33,Withdrawals & Transfers,Funds transfer
9/10/2024,Internet Withdrawal           09Oct12:52 To 1160084689040,300,,723206.33,Withdrawals & Transfers,Funds transfer
8/10/2024,Foreign Currency Conversn Fee,1.5,,723506.33,Fees & Charges,Fees & Charges
8/10/2024,Visa Cash Advance             06Oct Twd1100.00 China Trust Bank/049,50.18,,723507.83,Withdrawals & Transfers,Funds transfer
8/10/2024,Raa 37078205_4_1,22.25,,723558.01,Transport & Travel,Vehicle Expenses
8/10/2024,Tfr Wdl BPAY Internet         08Oct21:58 0044605194          Deft Rent,980,,723580.26,Home & Property,Mortgage & Rent
8/10/2024,Internet Withdrawal           08Oct21:49 To 1160084689040,59,,724560.26,Withdrawals & Transfers,Funds transfer
5/10/2024,Osko Withdrawal               05Oct21:58 Ada,75,,724619.26,Withdrawals & Transfers,Withdrawal
4/10/2024,Osko Withdrawal               04Oct15:02 Magda,750,,724694.26,Withdrawals & Transfers,Withdrawal
3/10/2024,Visa Purchase                 30Sep Bakery On O'Connell  North Ade,12.12,,725444.26,Food & Beverage,Food & Groceries
3/10/2024,Osko Withdrawal               03Oct11:16 As Req K Bond,2000,,725456.38,Withdrawals & Transfers,Withdrawal
3/10/2024,Internet Withdrawal           03Oct05:58 To 802-919 001908567,1000,,727456.38,Withdrawals & Transfers,Funds transfer
2/10/2024,Visa Cash Advance             01Oct Cathay United Bank   Taipei,961.37,,728456.38,Withdrawals & Transfers,Funds transfer
2/10/2024,Visa Purchase                 30Sep City Bbq & Yum Cha P Rundle Ma,23.4,,729417.75,Food & Beverage,Dining out
2/10/2024,Internet Deposit              02Oct12:48 From 9000204517840,,6000,729441.15,Deposits,Deposit
1/10/2024,American Express 376012649071009,1295.08,,723441.15,Bills & Payments,Expenses & Payments
1/10/2024,Visa Purchase                 28Sep Bws/123 Oconnell Str Nrth Adel,136,,724736.23,Food & Beverage,Beverages
1/10/2024,Smith Partners R 005R9T8 Payment To,,1255.28,724872.23,Deposits,Deposit
30/09/2024,American Express 376012649071009,39484.19,,723616.95,Bills & Payments,Expenses & Payments
30/09/2024,Raa 35878759_11_1,31.5,,763101.14,Transport & Travel,Vehicle Expenses
30/09/2024,Visa Purchase                 27Sep Ezymart 118 King Wil Adelaide,22.8,,763132.64,Food & Beverage,Food & Groceries
30/09/2024,Visa Purchase                 26Sep Brighton & Seacliff  Seacliff,22.8,,763155.44,Food & Beverage,Dining out
30/09/2024,Visa Purchase                 26Sep Brighton & Seacliff  Seacliff,22.8,,763178.24,Food & Beverage,Dining out
30/09/2024,Raa 35676928_12_1,18.25,,763201.04,Transport & Travel,Vehicle Expenses
30/09/2024,Cardless Atm Withdrawal       30Sep10:32 Rundle Place Os          Adelaide     Au,500,,763219.29,Withdrawals & Transfers,ATM & EFTPOS
30/09/2024,Internet Overseas Tt          30Sep00:53,1500,,763719.29,Withdrawals & Transfers,Funds transfer
30/09/2024,Internet Tt Req Fee           30Sep00:53,20,,765219.29,Withdrawals & Transfers,Funds transfer
28/09/2024,Visa Purchase                 25Sep Wink Wealth Pty L Td Frenchs F,115.2,,765239.29,Entertainment & Recreation,TV
28/09/2024,Eftpos Debit                  28Sep14:22 Sq *Ricky's Chicken Rinorth Adelaidsa Au,20.74,,765354.49,Food & Beverage,Dining out
27/09/2024,Visa Purchase                 25Sep Kate Le Cong         Adelaide,61.25,,765375.23,Retail & Personal,Medical & Personal care
27/09/2024,Visa Purchase                 24Sep Bakery On O'Connell  North Ade,6.06,,765436.48,Food & Beverage,Food & Groceries
27/09/2024,Osko Withdrawal               27Sep12:26 Ada,1000,,765442.54,Withdrawals & Transfers,Withdrawal
26/09/2024,Visa Purchase                 23Sep Bakery On O'Connell  North Ade,17.68,,766442.54,Food & Beverage,Food & Groceries
26/09/2024,Rtgs High Value Pymt Cr 1987893 St James Place In Bsb Number 105,,223561.51,766460.22,Deposits,Deposit
26/09/2024,Internet Withdrawal           26Sep06:01 To 1160084689040,800,,542898.71,Withdrawals & Transfers,Funds transfer
26/09/2024,Internet Withdrawal           26Sep06:01 To 802-919 001908567,1000,,543698.71,Withdrawals & Transfers,Funds transfer
25/09/2024,Visa Purchase                 23Sep Sq *Nanyang Cafe ??? Adelaide,19.53,,544698.71,Food & Beverage,Dining out
25/09/2024,Medibank Private 105021483253,,319.75,544718.24,Deposits,Insurance
25/09/2024,Mcare Benefits 912166887 Gywq,,19.6,544398.49,Government payments,Centrelink payments
25/09/2024,Osko Withdrawal               24Sep22:35 Magda,1000,,544378.89,Withdrawals & Transfers,Withdrawal
24/09/2024,Visa Purchase                 20Sep Ebay O*12-12091-7581 Sydney,350,,545378.89,Retail & Personal,Retail (shopping)
24/09/2024,Osko Withdrawal               24Sep19:21 S L Koch,1700,,545728.89,Withdrawals & Transfers,Withdrawal
24/09/2024,Atm Withdrawal                24Sep11:24 Atmx 139 Oconnell St   North Adelaid08Au,2000,,547428.89,Withdrawals & Transfers,ATM & EFTPOS
23/09/2024,Allianz Aust 1Rd221368019924267,172.39,,549428.89,Bills & Payments,Insurance
23/09/2024,Allianz Aust 1Rd220985019924267,23.13,,549601.28,Bills & Payments,Insurance
23/09/2024,Visa Purchase                 20Sep City Bbq & Yum Cha P Rundle Ma,19.6,,549624.41,Food & Beverage,Dining out
23/09/2024,Visa Purchase                 20Sep City Cross Ezy Store Adelaide,7.3,,549644.01,Food & Beverage,Food & Groceries
23/09/2024,Atm Withdrawal                23Sep15:46 Atmx 139 Oconnell St   North Adelaid08Au,2000,,549651.31,Withdrawals & Transfers,ATM & EFTPOS
23/09/2024,Osko Withdrawal               22Sep15:06 Kelly Deen,1900,,551651.31,Withdrawals & Transfers,Withdrawal
21/09/2024,Visa Purchase                 18Sep Bakery On O'Connell  North Ade,24.75,,553551.31,Food & Beverage,Food & Groceries
21/09/2024,Visa Purchase                 19Sep Tea Tree Infinity Pt Adelaide,15.53,,553576.06,Food & Beverage,Dining out
21/09/2024,Visa Purchase                 18Sep Bakery On O'Connell  North Ade,9.09,,553591.59,Food & Beverage,Food & Groceries
21/09/2024,Visa Purchase                 19Sep Google Youtube Membe Pyrmont,3.99,,553600.68,Entertainment & Recreation,TV
19/09/2024,Visa Purchase                 16Sep Airbnb * Hms4Ddqp9W  Surry Hil,4375.6,,553604.67,Transport & Travel,Hotels and Accommodation
19/09/2024,Cardless Atm Withdrawal       19Sep15:08 Rundle Place Os          Adelaide     Au,500,,557980.27,Withdrawals & Transfers,ATM & EFTPOS
19/09/2024,Internet Withdrawal           19Sep05:57 To 1160084689040,800,,558480.27,Withdrawals & Transfers,Funds transfer
19/09/2024,Internet Withdrawal           19Sep05:57 To 802-919 001908567,1000,,559280.27,Withdrawals & Transfers,Funds transfer
19/09/2024,Osko Withdrawal               18Sep23:52 Swag Magda,1500,,560280.27,Withdrawals & Transfers,Withdrawal
18/09/2024,Visa Purchase                 14Sep Standpipe Restaurant Port Augu,24,,561780.27,Food & Beverage,Dining out
18/09/2024,Visa Purchase                 14Sep Remarkable Hotels    Wilmingto,9.5,,561804.27,Transport & Travel,Hotels and Accommodation
18/09/2024,Visa Purchase                 14Sep Orroroo Hotel        Orroroo,9.07,,561813.77,Food & Beverage,Beverages
17/09/2024,Visa Purchase                 13Sep Elite Fuels Pty Ltd  Melrose,18.21,,561822.84,Transport & Travel,Petrol
17/09/2024,Annual Package Fee  506149558 Advantage,395,,561841.05,Fees & Charges,Fees & Charges
16/09/2024,Raa 35616154_12_1,78.58,,562236.05,Transport & Travel,Vehicle Expenses
16/09/2024,Visa Purchase                 13Sep Tarlee Bakery        Tarlee,13.26,,562314.63,Food & Beverage,Food & Groceries
16/09/2024,Smith Partners R 005Q8Mb Payment To,,2510.56,562327.89,Deposits,Deposit
16/09/2024,Loan Repayment S.514.2655406.00,4924,,559817.33,Home & Property,Mortgage & Rent
16/09/2024,Osko Withdrawal               16Sep14:19 Aircon Install Airtech,10890,,564741.33,Withdrawals & Transfers,Withdrawal
14/09/2024,Visa Purchase                 12Sep Just Guys Sa Pty Ltd Adelaide,35,,575631.33,Retail & Personal,Retail (shopping)
14/09/2024,Visa Purchase                 11Sep Bakery On O'Connell  North Ade,18.48,,575666.33,Food & Beverage,Food & Groceries
14/09/2024,Osko Withdrawal               14Sep19:53 Kelly Deen,1900,,575684.81,Withdrawals & Transfers,Withdrawal
14/09/2024,Eftpos Debit                  14Sep13:58 Hunts Fuel            Orroroo      Sa Au,4.57,,577584.81,Transport & Travel,Petrol
14/09/2024,Atm Withdrawal -Wbc           14Sep09:55 Westpac               Port Augusta 5  Au,500,,577589.38,Withdrawals & Transfers,ATM & EFTPOS
13/09/2024,Osko Withdrawal               13Sep20:20 Ada,1000,,578089.38,Withdrawals & Transfers,Withdrawal
12/09/2024,Visa Purchase                 10Sep City Bbq & Yum Cha P Rundle Ma,19.6,,579089.38,Food & Beverage,Dining out
12/09/2024,Visa Purchase                 10Sep 2Co.Com*Revouninstal Amsterdam,18.74,,579108.98,Home & Property,Technology & Appliances
12/09/2024,Mcare Benefits 903174694 Eywq,,104.05,579127.72,Government payments,Centrelink payments
12/09/2024,Internet Withdrawal           12Sep06:00 To 1160084689040,800,,579023.67,Withdrawals & Transfers,Funds transfer
12/09/2024,Internet Withdrawal           12Sep06:00 To 802-919 001908567,1000,,579823.67,Withdrawals & Transfers,Funds transfer
11/09/2024,Visa Purchase                 10Sep Medibank Phi Debit   Melbourne,573.65,,580823.67,Bills & Payments,Insurance
11/09/2024,Visa Purchase                 09Sep Kate Le Cong         Adelaide,107.35,,581397.32,Retail & Personal,Medical & Personal care
11/09/2024,Osko Withdrawal               11Sep16:11 Adelaide Retro Motorcycles,390,,581504.67,Withdrawals & Transfers,Withdrawal
10/09/2024,Visa Purchase                 08Sep Ebay O*10-12042-6558 Sydney,395.99,,581894.67,Retail & Personal,Retail (shopping)
10/09/2024,Visa Purchase                 07Sep Bakery On O'Connell  North Ade,19.49,,582290.66,Food & Beverage,Food & Groceries
10/09/2024,Visa Purchase                 07Sep Bakery On O'Connell  North Ade,9.09,,582310.15,Food & Beverage,Food & Groceries
10/09/2024,Atm Withdrawal                10Sep12:48 Rundle Place Os          Adelaide     Au,1100,,582319.24,Withdrawals & Transfers,ATM & EFTPOS
9/09/2024,Visa Purchase                 05Sep Bakery On O'Connell  North Ade,26.77,,583419.24,Food & Beverage,Food & Groceries
9/09/2024,Visa Purchase                 05Sep Brighton & Seacliff  Seacliff,11,,583446.01,Food & Beverage,Dining out
9/09/2024,Mcare Benefits 900172665 Gywq,,42.85,583457.01,Government payments,Centrelink payments
7/09/2024,Visa Purchase                 05Sep Brighton & Seacliff  Seacliff,22.8,,583414.16,Food & Beverage,Dining out
7/09/2024,Visa Purchase                 05Sep Brighton & Seacliff  Seacliff,22.8,,583436.96,Food & Beverage,Dining out
7/09/2024,Visa Purchase                 04Sep Bakery On O'Connell  North Ade,12.12,,583459.76,Food & Beverage,Food & Groceries
6/09/2024,Raa 37078205_3_1,22.25,,583471.88,Transport & Travel,Vehicle Expenses
6/09/2024,Osko Withdrawal               06Sep18:03 Seone Needs To Pay For Magda,750,,583494.13,Withdrawals & Transfers,Withdrawal
5/09/2024,Visa Purchase                 02Sep T Phans Snack Bar    Adelaide,15.67,,584244.13,Food & Beverage,Dining out
5/09/2024,Atm Withdrawal                05Sep12:40 Atmx 139 Oconnell St   North Adelaid08Au,1500,,584259.8,Withdrawals & Transfers,ATM & EFTPOS
5/09/2024,Osko Withdrawal               05Sep10:02 Transfer Of Monies For Dean  & Colleen L,99900,,585759.8,Withdrawals & Transfers,Withdrawal
5/09/2024,Internet Withdrawal           05Sep05:57 To 1160084689040,800,,685659.8,Withdrawals & Transfers,Funds transfer
5/09/2024,Internet Withdrawal           05Sep05:57 To 802-919 001908567,1000,,686459.8,Withdrawals & Transfers,Funds transfer
4/09/2024,Atm Operator Fee Wdl          04Sep18:14 Royal Oak Nth Adl     Nrth Adelaid    Au,3.2,,687459.8,Fees & Charges,Fees & Charges
4/09/2024,Atm Withdrawal                04Sep18:14 Royal Oak Nth Adl     Nrth Adelaid    Au,250,,687463,Withdrawals & Transfers,ATM & EFTPOS
3/09/2024,Visa Purchase                 30Aug Jonathan Chuang Hao  North Ade,240,,687713,Retail & Personal,Medical & Personal care
3/09/2024,Visa Purchase                 30Aug Trybooking*Muf       South Yar,100.5,,687953,Bills & Payments,Expenses & Payments
3/09/2024,Visa Purchase                 31Aug Bakery On O'Connell  North Ade,20.51,,688053.5,Food & Beverage,Food & Groceries
3/09/2024,Internet Withdrawal           03Sep16:29 To 1160084689040,150,,688074.01,Withdrawals & Transfers,Funds transfer
2/09/2024,Visa Purchase                 29Aug He & Huo Family Pty  Hazelwood,95,,688224.01,Retail & Personal,Medical & Personal care
2/09/2024,Visa Purchase                 30Aug City Bbq & Yum Cha P Rundle Ma,19.6,,688319.01,Food & Beverage,Dining out
2/09/2024,Atm Withdrawal                02Sep17:18 Rundle Place Os          Adelaide     Au,2000,,688338.61,Withdrawals & Transfers,ATM & EFTPOS
2/09/2024,Internet Deposit              02Sep12:34 From 9000204517840,,20000,690338.61,Deposits,Deposit
2/09/2024,Smith Partners R 005Pjgg Payment To,,1255.28,670338.61,Deposits,Deposit
31/08/2024,Foreign Currency Conversn Fee,0.79,,669083.33,Fees & Charges,Fees & Charges
31/08/2024,Visa Purchase O/Seas          29Aug Usd18.00 Www.Downloadhelper.N,26.62,,669084.12,Entertainment & Recreation,TV
31/08/2024,Visa Purchase                 29Aug Brighton & Seacliff  Seacliff,22.8,,669110.74,Food & Beverage,Dining out
31/08/2024,Atm Withdrawal                31Aug09:14 Atmx 139 Oconnell St   North Adelaid08Au,1000,,669133.54,Withdrawals & Transfers,ATM & EFTPOS
30/08/2024,Mcare Benefits 894140687 Gywq,,84.15,670133.54,Government payments,Centrelink payments
30/08/2024,Osko Withdrawal               30Aug18:06 Magda,1000,,670049.39,Withdrawals & Transfers,Withdrawal
30/08/2024,Osko Withdrawal               30Aug11:38 Jodi Godby,150,,671049.39,Withdrawals & Transfers,Withdrawal
30/08/2024,Tfr Wdl BPAY Internet         30Aug06:03 111534              City Of Adelaide,742,,671199.39,Bills & Payments,Tax payments
29/08/2024,Raa 35878759_10_1,31.5,,671941.39,Transport & Travel,Vehicle Expenses
29/08/2024,Raa 35676928_11_1,18.25,,671972.89,Transport & Travel,Vehicle Expenses
29/08/2024,Visa Purchase                 26Aug Bakery On O'Connell  North Ade,12.12,,671991.14,Food & Beverage,Food & Groceries
29/08/2024,Osko Withdrawal               29Aug21:09 Dean  & Colleen Littlefield,100,,672003.26,Withdrawals & Transfers,Withdrawal
29/08/2024,Osko Withdrawal               29Aug13:13 Kelly Deen,1900,,672103.26,Withdrawals & Transfers,Withdrawal
29/08/2024,Internet Withdrawal           29Aug06:01 To 1160084689040,800,,674003.26,Withdrawals & Transfers,Funds transfer
29/08/2024,Internet Withdrawal           29Aug06:01 To 802-919 001908567,1000,,674803.26,Withdrawals & Transfers,Funds transfer
29/08/2024,Osko Withdrawal               28Aug22:12 Hayley,1500,,675803.26,Withdrawals & Transfers,Withdrawal
27/08/2024,Visa Purchase                 24Aug Bakery On O'Connell  North Ade,12.63,,677303.26,Food & Beverage,Food & Groceries
26/08/2024,Visa Purchase                 23Aug City Bbq & Yum Cha P Rundle Ma,19.6,,677315.89,Food & Beverage,Dining out
26/08/2024,Visa Purchase                 23Aug City Cross Ezy Store Adelaide,10.4,,677335.49,Food & Beverage,Food & Groceries
26/08/2024,Cardless Atm Withdrawal       26Aug12:49 Rundle Place Os          Adelaide     Au,500,,677345.89,Withdrawals & Transfers,ATM & EFTPOS
23/08/2024,Visa Purchase                 20Aug Bakery On O'Connell  North Ade,19.19,,677845.89,Food & Beverage,Food & Groceries
23/08/2024,Visa Purchase                 20Aug Bakery On O'Connell  North Ade,18.18,,677865.08,Food & Beverage,Food & Groceries
23/08/2024,Visa Purchase                 21Aug Tea Tree Infinity Pt Adelaide,17.56,,677883.26,Food & Beverage,Dining out
23/08/2024,Internet Withdrawal           23Aug17:36 To 9000204517840,1000,,677900.82,Withdrawals & Transfers,Funds transfer
23/08/2024,Eftpos Debit                  23Aug09:31 Adobe\,43.99,,678900.82,Entertainment & Recreation,TV
22/08/2024,Visa Purchase                 19Aug T Phans Snack Bar    Adelaide,15.17,,678944.81,Food & Beverage,Dining out
22/08/2024,Internet Withdrawal           22Aug05:59 To 1160084689040,800,,678959.98,Withdrawals & Transfers,Funds transfer
22/08/2024,Internet Withdrawal           22Aug05:59 To 802-919 001908567,1000,,679759.98,Withdrawals & Transfers,Funds transfer
21/08/2024,Allianz Aust 1Rd221368016224234,172.39,,680759.98,Bills & Payments,Insurance
21/08/2024,Allianz Aust 1Rd220985016224234,23.13,,680932.37,Bills & Payments,Insurance
21/08/2024,Visa Purchase                 19Aug Google Youtube Membe Pyrmont,3.99,,680955.5,Entertainment & Recreation,TV
20/08/2024,Foreign Currency Conversn Fee,0.81,,680959.49,Fees & Charges,Fees & Charges
20/08/2024,Visa Purchase O/Seas          18Aug Usd18.00 Www.Downloadhelper.N,27.25,,680960.3,Entertainment & Recreation,TV
20/08/2024,Osko Withdrawal               20Aug21:10 Magda,1500,,680987.55,Withdrawals & Transfers,Withdrawal
19/08/2024,American Express 376012649071009,12444.97,,682487.55,Bills & Payments,Expenses & Payments
19/08/2024,Visa Purchase                 16Aug Kate Le Cong         Adelaide,61.25,,694932.52,Retail & Personal,Medical & Personal care
19/08/2024,Osko Withdrawal               19Aug12:07 Kelly Deen,1900,,694993.77,Withdrawals & Transfers,Withdrawal
17/08/2024,Visa Purchase                 15Aug City Bbq & Yum Cha P Rundle Ma,15.6,,696893.77,Food & Beverage,Dining out
17/08/2024,Visa Purchase                 15Aug Ccs Rundle Pty Ltd   Prospect,7,,696909.37,Food & Beverage,Food & Groceries
16/08/2024,Visa Purchase                 13Aug T Phans Snack Bar    Adelaide,11.12,,696916.37,Food & Beverage,Dining out
16/08/2024,Mcare Benefits 884149178 Gywq,,19.6,696927.49,Government payments,Centrelink payments
16/08/2024,Loan Repayment S.514.2655406.00,4924,,696907.89,Home & Property,Mortgage & Rent
16/08/2024,Osko Deposit                  15Aug22:18 Mrs Michelle Ann Muldoon,,250,701831.89,Deposits,Deposit
15/08/2024,Visa Purchase                 12Aug Hong Kong Grocery St Adelaide,15.8,,701581.89,Food & Beverage,Food & Groceries
