Date,Description,Debit,Credit,Balance,Category,SubCategory
19/10/2024,Eftpos Debit                  19Oct05:20 Uber   *Eats Help.Uber.Com\,4.46,,537.27,Food & Beverage,Dining out
19/10/2024,Internet Deposit              19Oct10:51 From 0280074494440,,310,541.73,Deposits,Deposit
19/10/2024,Eftpos Debit                  19Oct01:36 Uber Eats* Eats\,28.19,,231.73,Food & Beverage,Dining out
19/10/2024,Eftpos Debit                  19Oct01:31 Uber Eats* Eats\,30.02,,259.92,Food & Beverage,Dining out
18/10/2024,Eftpos Debit                  18Oct19:23 Uber Eats* Eats\,42.63,,289.94,Food & Beverage,Dining out
17/10/2024,Internet Deposit              17Oct05:57 From 0280074494440,,320,332.57,Deposits,Deposit
15/10/2024,Visa Purchase                 11Oct Smp*Reepham Hotel    Prospect,23.98,,12.57,Food & Beverage,Dining out
15/10/2024,Visa Purchase                 11Oct Hubbl - Binge        North Ryd,18,,36.55,Entertainment & Recreation,TV
15/10/2024,Visa Purchase                 12Oct Ad Free For Primevid Sydney,2.99,,54.55,Retail & Personal,Retail (shopping)
15/10/2024,Eftpos Debit                  15Oct18:55 Uber* Trip\,8.41,,57.54,Transport & Travel,Taxi & Rental car
15/10/2024,Eftpos Debit                  15Oct04:27 Uber* Trip\,5,,65.95,Transport & Travel,Taxi & Rental car
14/10/2024,Visa Purchase                 10Oct Uber* Eats           Sydney,151.36,,70.95,Food & Beverage,Dining out
14/10/2024,Visa Purchase                 10Oct Uber   *One          Sydney,9.99,,222.31,Transport & Travel,Taxi & Rental car
14/10/2024,Eftpos Debit                  13Oct19:02 Uber Eats* Eats\,42.52,,232.3,Food & Beverage,Dining out
14/10/2024,Eftpos Debit                  13Oct18:58 Uber Eats* Eats\,34.36,,274.82,Food & Beverage,Dining out
12/10/2024,Osko Withdrawal               12Oct19:48 Ada,30,,309.18,Withdrawals & Transfers,Withdrawal
11/10/2024,Visa Purchase                 09Oct Dd *Doordashdashpass Melbourne,9.99,,339.18,Food & Beverage,Dining out
11/10/2024,Eftpos Debit                  11Oct19:52 Uber* Trip\,11.5,,349.17,Transport & Travel,Taxi & Rental car
10/10/2024,Internet Deposit              10Oct06:00 From 0280074494440,,320,360.67,Deposits,Deposit
10/10/2024,Eftpos Debit                  10Oct00:44 Uber* Trip\,11.36,,40.67,Transport & Travel,Taxi & Rental car
10/10/2024,Eftpos Debit                  10Oct00:00 Bakery On O'Connell   North Adelaidsa Au,16.06,,52.03,Food & Beverage,Food & Groceries
10/10/2024,Eftpos Debit                  10Oct00:00 Uber* Trip\,12.57,,68.09,Transport & Travel,Taxi & Rental car
10/10/2024,Internet Deposit              09Oct22:36 From 0280074494440,,50,80.66,Deposits,Deposit
9/10/2024,Atm Withdrawal                09Oct14:40 Cba\Kilburn Sa                        Au,320,,30.66,Withdrawals & Transfers,ATM & EFTPOS
9/10/2024,Eftpos Debit                  09Oct14:58 Uber* Trip\,9.34,,350.66,Transport & Travel,Taxi & Rental car
9/10/2024,Internet Deposit              09Oct12:52 From 0280074494440,,300,360,Deposits,Deposit
8/10/2024,Internet Deposit              08Oct21:49 From 0280074494440,,59,60,Deposits,Deposit
3/10/2024,Visa Purchase                 01Oct Prime Video Channels Sydney,3.99,,1,Retail & Personal,Retail (shopping)
1/10/2024,Visa Purchase                 26Sep Ampol Fulham 44425F  Fulham Ga,45.25,,4.99,Transport & Travel,Petrol
1/10/2024,Visa Purchase                 28Sep Zippay* P630515057   Zip.Co,40,,50.24,Retail & Personal,Retail (shopping)
27/09/2024,Visa Purchase                 25Sep Prime Video Channels Sydney,5,,90.24,Retail & Personal,Retail (shopping)
26/09/2024,Atm Operator Fee Wdl          26Sep21:26 Timesavers 107        Fulham          Au,3,,95.24,Fees & Charges,Fees & Charges
26/09/2024,Atm Withdrawal                26Sep21:26 Timesavers 107        Fulham          Au,680,,98.24,Withdrawals & Transfers,ATM & EFTPOS
26/09/2024,Eftpos Debit                  26Sep13:25 Ned Kellys Bakery     Alberton        Au,28.6,,778.24,Food & Beverage,Food & Groceries
26/09/2024,Internet Deposit              26Sep06:01 From 0280074494440,,800,806.84,Deposits,Deposit
25/09/2024,Eftpos Debit                  25Sep19:33 Aldi Stores - Port Adeport Adelaidesa Au,5.99,,6.84,Food & Beverage,Food & Groceries
24/09/2024,Visa Purchase                 20Sep Prime Video Channels Sydney,8.99,,12.83,Retail & Personal,Retail (shopping)
24/09/2024,Visa Purchase                 22Sep Cocacolaepp          Adelaide,4.8,,21.82,Food & Beverage,Food & Groceries
23/09/2024,Eftpos Debit                  23Sep21:31 Uber Eats* Eats\,9.94,,26.62,Food & Beverage,Dining out
23/09/2024,Eftpos Debit                  23Sep21:26 Uber Eats* Eats\,38.64,,36.56,Food & Beverage,Dining out
23/09/2024,Eftpos Debit                  22Sep20:59 Otr West Terrace   \Adelaide          Au,74.26,,75.2,Transport & Travel,Petrol
23/09/2024,Eftpos Debit                  22Sep21:21 Uber* Trip\,6.31,,149.46,Transport & Travel,Taxi & Rental car
21/09/2024,Visa Purchase                 19Sep Progressive Vending  Hindmarsh,3.7,,155.77,Food & Beverage,Beverages
19/09/2024,Atm Withdrawal                19Sep12:34 Atmx 470 Torrens Rd    Kilkenny     08Au,550,,159.47,Withdrawals & Transfers,ATM & EFTPOS
19/09/2024,Eftpos Debit                  19Sep11:52 Otr Tranmere       \Tranmere          Au,60.05,,709.47,Transport & Travel,Petrol
19/09/2024,Eftpos Debit                  19Sep07:24 Uber Eats* Eats\,36.65,,769.52,Food & Beverage,Dining out
19/09/2024,Internet Deposit              19Sep05:57 From 0280074494440,,800,806.17,Deposits,Deposit
14/09/2024,Visa Purchase                 13Sep Kilburn Rsl          Kilburn,16,,6.17,Food & Beverage,Beverages
14/09/2024,Visa Purchase                 12Sep Ad Free For Primevid Sydney,2.99,,22.17,Retail & Personal,Retail (shopping)
14/09/2024,Eftpos Debit                  14Sep20:06 Uber Eats* Eats\,27.85,,25.16,Food & Beverage,Dining out
14/09/2024,Eftpos Debit                  14Sep20:03 Uber Eats* Eats\,50.43,,53.01,Food & Beverage,Dining out
13/09/2024,Visa Purchase                 10Sep Alberton 7 Days Supe Alberton,8.5,,103.44,Food & Beverage,Food & Groceries
13/09/2024,Eftpos Debit                  13Sep16:19 Rahimi Enterprises Ptyblair Athol  Sa Au,69.42,,111.94,Food & Beverage,Food & Groceries
13/09/2024,Eftpos Debit                  13Sep13:18 Uber* Trip\,23.66,,181.36,Transport & Travel,Taxi & Rental car
13/09/2024,Eftpos Credit                 12Sep23:11 Uber* Trip\,,1.24,205.02,Deposits,Deposit
13/09/2024,Eftpos Debit                  12Sep22:48 Uber* Trip\,26.07,,203.78,Transport & Travel,Taxi & Rental car
12/09/2024,Eftpos Debit                  12Sep21:45 Uber* Trip\,24.72,,229.85,Transport & Travel,Taxi & Rental car
12/09/2024,Eftpos Debit                  12Sep21:13 Otr Alberton       \Alberton          Au,61.99,,254.57,Transport & Travel,Petrol
12/09/2024,Atm Operator Fee Wdl          12Sep21:11 Np-Otr Alberton        Alberton     05Au,3.1,,316.56,Fees & Charges,Fees & Charges
12/09/2024,Atm Withdrawal                12Sep21:11 Np-Otr Alberton        Alberton     05Au,500,,319.66,Withdrawals & Transfers,ATM & EFTPOS
12/09/2024,Internet Deposit              12Sep06:00 From 0280074494440,,800,819.66,Deposits,Deposit
10/09/2024,Visa Purchase                 05Sep Hubbl - Binge        North Ryd,18,,19.66,Entertainment & Recreation,TV
9/09/2024,Eftpos Debit                  09Sep11:07 Uber Eats* Eats\,32.1,,37.66,Food & Beverage,Dining out
9/09/2024,Eftpos Debit                  08Sep20:30 Otr Alberton       \Alberton          Au,62.24,,69.76,Transport & Travel,Petrol
7/09/2024,Visa Purchase                 05Sep Optus Billing Servic Macquarie,200.12,,132,Bills & Payments,Telecommunications
7/09/2024,Visa Purchase                 05Sep Woolworths/470 Torre Kilkenny,53.5,,332.12,Food & Beverage,Food & Groceries
7/09/2024,Visa Purchase                 05Sep Dd *Doordashdashpass Melbourne,9.99,,385.62,Food & Beverage,Dining out
7/09/2024,Eftpos Debit                  07Sep21:14 Uber* Trip\,21.45,,395.61,Transport & Travel,Taxi & Rental car
5/09/2024,Visa Purchase                 03Sep Uber* Eats           Httpswww.,43.07,,417.06,Food & Beverage,Dining out
5/09/2024,Visa Purchase                 03Sep Peter Briens Alberto Alberton,32.99,,460.13,Food & Beverage,Beverages
5/09/2024,Atm Withdrawal                05Sep17:31 Banksa                Kilkenny     5  Au,300,,493.12,Withdrawals & Transfers,ATM & EFTPOS
5/09/2024,Eftpos Debit                  05Sep17:28 Coco Armada Arndale   Kilkenny     Sa Au,8.48,,793.12,Food & Beverage,Dining out
5/09/2024,Eftpos Debit                  05Sep15:34 Uber Eats* Eats\,28.58,,801.6,Food & Beverage,Dining out
5/09/2024,Eftpos Debit                  05Sep15:30 Uber Eats* Eats\,34.3,,830.18,Food & Beverage,Dining out
5/09/2024,Eftpos Debit                  05Sep11:14 Uber* Trip\,19.11,,864.48,Transport & Travel,Taxi & Rental car
5/09/2024,Internet Deposit              05Sep05:57 From 0280074494440,,800,883.59,Deposits,Deposit
4/09/2024,Visa Purchase                 30Aug Kilkenny Foodland    Kilkenny,55.08,,83.59,Food & Beverage,Food & Groceries
3/09/2024,Visa Purchase                 01Sep Prime Video Channels Sydney,3.99,,138.67,Retail & Personal,Retail (shopping)
3/09/2024,Visa Purchase                 30Aug Alberton 7 Days Supe Alberton,2.05,,142.66,Food & Beverage,Food & Groceries
3/09/2024,Eftpos Debit                  03Sep16:17 Otr Alberton       \Alberton          Au,78.56,,144.71,Transport & Travel,Petrol
3/09/2024,Internet Deposit              03Sep16:29 From 0280074494440,,150,223.27,Deposits,Deposit
31/08/2024,Visa Purchase                 29Aug Zippay P616442673    Zip.Co,40,,73.27,Retail & Personal,Retail (shopping)
31/08/2024,Eftpos Debit                  31Aug01:41 Uber Eats* Eats\,43.08,,113.27,Food & Beverage,Dining out
30/08/2024,Visa Purchase                 27Aug Amazon Marketplace A Sydney So,99.95,,156.35,Retail & Personal,Retail (shopping)
30/08/2024,Visa Purchase                 27Aug Amazon Marketplace A Sydney So,19.59,,256.3,Retail & Personal,Retail (shopping)
30/08/2024,Visa Purchase                 27Aug Amazon Marketplace A Sydney So,12.77,,275.89,Retail & Personal,Retail (shopping)
30/08/2024,Eftpos Debit                  30Aug17:32 Uber Eats* Eats\,12.1,,288.66,Food & Beverage,Dining out
30/08/2024,Eftpos Debit                  30Aug16:50 The Reject Shop       Kilkenny        Au,69.35,,300.76,Retail & Personal,Retail (shopping)
30/08/2024,Atm Withdrawal                30Aug16:12 Banksa                Kilkenny     5  Au,500,,370.11,Withdrawals & Transfers,ATM & EFTPOS
30/08/2024,Eftpos Debit                  29Aug23:21 Uber Eats* Eats\,23.33,,870.11,Food & Beverage,Dining out
30/08/2024,Eftpos Debit                  29Aug23:14 Uber Eats* Eats\,39.26,,893.44,Food & Beverage,Dining out
29/08/2024,Visa Purchase                 26Aug Amazon Marketplace A Sydney So,37.99,,932.7,Retail & Personal,Retail (shopping)
29/08/2024,Visa Purchase                 26Aug Amazon Marketplace A Sydney So,26.5,,970.69,Retail & Personal,Retail (shopping)
29/08/2024,Visa Purchase                 26Aug Amazon Au            Sydney So,13.71,,997.19,Retail & Personal,Retail (shopping)
29/08/2024,Visa Purchase                 26Aug Amazon Marketplace A Sydney So,9.82,,1010.9,Retail & Personal,Retail (shopping)
29/08/2024,Internet Deposit              29Aug06:01 From 0280074494440,,800,1020.72,Deposits,Deposit
28/08/2024,Visa Purchase                 26Aug Pin* 24Gp            Berri,69.52,,220.72,Retail & Personal,Medical & Personal care
28/08/2024,Atm Operator Fee Inq          28Aug18:56 Atm Protective Servicealberton     Sa Au,3.1,,290.24,Fees & Charges,Fees & Charges
28/08/2024,Eftpos Debit                  28Aug02:36 Otr Alberton       \Alberton          Au,71.48,,293.34,Transport & Travel,Petrol
28/08/2024,Atm Operator Fee Inq          28Aug02:31 Np-Otr Alberton        Alberton     05Au,3.1,,364.82,Fees & Charges,Fees & Charges
28/08/2024,Eftpos Debit                  28Aug02:28 Otr Alberton       \Alberton          Au,14.99,,367.92,Transport & Travel,Petrol
27/08/2024,Visa Purchase                 23Aug Uber* Eats           Httpswww.,79.1,,382.91,Food & Beverage,Dining out
27/08/2024,Visa Purchase                 24Aug Port Elliot Store    Port Elli,25.17,,462.01,Food & Beverage,Food & Groceries
27/08/2024,Visa Purchase                 24Aug Port Elliot Store    Port Elli,17.95,,487.18,Food & Beverage,Food & Groceries
27/08/2024,Visa Purchase                 25Aug Prime Video Channels Sydney,5,,505.13,Retail & Personal,Retail (shopping)
26/08/2024,Visa Purchase                 22Aug Alberton 7 Days Supe Alberton,69.84,,510.13,Food & Beverage,Food & Groceries
26/08/2024,Eftpos Debit                  26Aug10:47 Port Elliot Bakery    Port Elliot  Sa Au,19.41,,579.97,Food & Beverage,Food & Groceries
26/08/2024,Eftpos Debit                  26Aug10:42 Port Elliot Pharmacy  Port Elliot     Au,33.98,,599.38,Retail & Personal,Medical & Personal care
24/08/2024,Visa Purchase                 22Aug Pharmasave Alberton  Alberton,6.7,,633.36,Retail & Personal,Medical & Personal care
23/08/2024,Eftpos Debit                  23Aug14:10 Uber Eats* Eats\,38.11,,640.06,Food & Beverage,Dining out
22/08/2024,Eftpos Debit                  22Aug20:51 Spotlight          \Albert Park       Au,123.7,,678.17,Home & Property,Furnishings
22/08/2024,Eftpos Debit                  22Aug13:01 Sq *The Pear          Alberton     Sa Au,5,,801.87,Food & Beverage,Food & Groceries
22/08/2024,Internet Deposit              22Aug05:59 From 0280074494440,,800,806.87,Deposits,Deposit
16/08/2024,Visa Purchase                 14Aug Peter Briens Alberto Alberton,68.99,,6.87,Food & Beverage,Beverages
16/08/2024,Visa Purchase                 14Aug Peter Briens Alberto Alberton,24.99,,75.86,Food & Beverage,Beverages
16/08/2024,Atm Withdrawal                16Aug16:42 Banksa                Kilkenny     5  Au,630,,100.85,Withdrawals & Transfers,ATM & EFTPOS
14/08/2024,Visa Purchase                 12Aug Ad Free For Primevid Sydney,2.99,,730.85,Retail & Personal,Retail (shopping)
14/08/2024,Eftpos Debit                  14Aug21:01 Otr Alberton       \Alberton          Au,3.69,,733.84,Transport & Travel,Petrol
14/08/2024,Eftpos Debit                  14Aug18:01 Otr Alberton       \Alberton          Au,65.49,,737.53,Transport & Travel,Petrol
14/08/2024,Eftpos Debit                  14Aug12:28 Uber* Trip\,21,,803.02,Transport & Travel,Taxi & Rental car
14/08/2024,Internet Deposit              14Aug12:27 From 0280074494440,,800,824.02,Deposits,Deposit
13/08/2024,Visa Purchase                 11Aug Coursra98Jrnuzgxei6K 650963988,58,,24.02,Retail & Personal,Education & Training
12/08/2024,Eftpos Debit                  12Aug20:51 Uber* Trip\,9.77,,82.02,Transport & Travel,Taxi & Rental car
12/08/2024,Eftpos Debit                  11Aug20:16 Otr Alberton       \Alberton          Au,110.31,,91.79,Transport & Travel,Petrol
12/08/2024,Eftpos Debit                  11Aug00:24 Uber* Trip\,39,,202.1,Transport & Travel,Taxi & Rental car
10/08/2024,Visa Purchase                 07Aug Amazon Marketplace A Sydney So,13.59,,241.1,Retail & Personal,Retail (shopping)
9/08/2024,Visa Purchase                 05Aug Hubbl - Binge        North Ryd,18,,254.69,Entertainment & Recreation,TV
9/08/2024,Eftpos Debit                  09Aug11:39 Uber Eats* Eats\,37.29,,272.69,Food & Beverage,Dining out
8/08/2024,Visa Purchase                 06Aug Cs *Hubbl Gc         Sydney,50,,309.98,Bills & Payments,Gifts & Donations
8/08/2024,Atm Withdrawal                08Aug13:46 Banksa                Kilkenny     5  Au,250,,359.98,Withdrawals & Transfers,ATM & EFTPOS
8/08/2024,Atm Withdrawal                08Aug13:45 Banksa                Kilkenny     5  Au,180,,609.98,Withdrawals & Transfers,ATM & EFTPOS
8/08/2024,Eftpos Debit                  08Aug13:25 Lincraft Regency   \Sefton Park       Au,63.1,,789.98,Retail & Personal,Retail (shopping)
8/08/2024,Eftpos Debit                  08Aug12:12 Otr Tranmere       \Tranmere          Au,32.21,,853.08,Transport & Travel,Petrol
8/08/2024,Internet Deposit              08Aug05:59 From 0280074494440,,800,885.29,Deposits,Deposit
7/08/2024,Visa Purchase                 02Aug Amazon Marketplace A Sydney So,17.5,,85.29,Retail & Personal,Retail (shopping)
7/08/2024,Visa Purchase                 02Aug Amazon Marketplace A Sydney So,17.05,,102.79,Retail & Personal,Retail (shopping)
7/08/2024,Visa Purchase                 05Aug Dd *Doordashdashpass Melbourne,9.99,,119.84,Food & Beverage,Dining out
7/08/2024,Visa Purchase                 03Aug Amazon Marketplace A Sydney So,8,,129.83,Retail & Personal,Retail (shopping)
7/08/2024,Eftpos Debit                  07Aug12:44 Uber Eats* Eats\,37.38,,137.83,Food & Beverage,Dining out
7/08/2024,Eftpos Debit                  07Aug01:46 Uber* Trip\,33.87,,175.21,Transport & Travel,Taxi & Rental car
7/08/2024,Eftpos Credit                 07Aug01:09 Uber* Trip\,,0.46,209.08,Deposits,Deposit
7/08/2024,Eftpos Debit                  07Aug00:58 Uber* Trip\,11.4,,208.62,Transport & Travel,Taxi & Rental car
7/08/2024,Eftpos Debit                  07Aug00:35 Uber* Trip\,5,,220.02,Transport & Travel,Taxi & Rental car
7/08/2024,Eftpos Debit                  07Aug00:20 Uber* Trip\,11.67,,225.02,Transport & Travel,Taxi & Rental car
7/08/2024,Eftpos Credit                 07Aug02:14 Uber* Trip\,,0.53,236.69,Deposits,Deposit
6/08/2024,Visa Purchase                 03Aug Target 5009          Adelaide,445.6,,236.16,Retail & Personal,Retail (shopping)
6/08/2024,Visa Purchase                 02Aug Amazon Marketplace A Sydney So,193.33,,681.76,Retail & Personal,Retail (shopping)
6/08/2024,Visa Purchase                 02Aug Amazon Marketplace A Sydney So,109.24,,875.09,Retail & Personal,Retail (shopping)
6/08/2024,Visa Purchase                 02Aug Amazon Marketplace A Sydney So,37.35,,984.33,Retail & Personal,Retail (shopping)
6/08/2024,Visa Purchase                 02Aug Amazon Au            Sydney So,28.95,,1021.68,Retail & Personal,Retail (shopping)
6/08/2024,Visa Purchase                 02Aug Amazon Marketplace A Sydney So,28.74,,1050.63,Retail & Personal,Retail (shopping)
6/08/2024,Visa Purchase                 02Aug Amazon Marketplace A Sydney So,26.28,,1079.37,Retail & Personal,Retail (shopping)
6/08/2024,Visa Purchase                 02Aug Amazon Au            Sydney So,22.79,,1105.65,Retail & Personal,Retail (shopping)
6/08/2024,Visa Purchase                 02Aug Amazon Marketplace A Sydney So,12.5,,1128.44,Retail & Personal,Retail (shopping)
5/08/2024,Visa Purchase                 31Jul Amazon Marketplace A Sydney So,27.95,,1140.94,Retail & Personal,Retail (shopping)
5/08/2024,Visa Purchase                 31Jul Amazon Marketplace A Sydney So,14.09,,1168.89,Retail & Personal,Retail (shopping)
5/08/2024,Eftpos Debit                  04Aug15:56 Uber Eats* Eats\,54.34,,1182.98,Food & Beverage,Dining out
5/08/2024,Eftpos Debit                  04Aug15:53 Uber Eats* Eats\,74.08,,1237.32,Food & Beverage,Dining out
5/08/2024,Eftpos Debit                  03Aug23:21 Uber* Trip\,19.39,,1311.4,Transport & Travel,Taxi & Rental car
3/08/2024,Visa Purchase                 01Aug Optus Billing Autopa Macquarie,197.12,,1330.79,Bills & Payments,Telecommunications
3/08/2024,Visa Purchase                 01Aug Alh Venues/123 Oconn Nrth Adel,11.4,,1527.91,Transport & Travel,Hotels and Accommodation
3/08/2024,Visa Purchase                 31Jul Amazon Au            Sydney So,10.38,,1539.31,Retail & Personal,Retail (shopping)
3/08/2024,Eftpos Debit                  03Aug17:38 Uber* Trip\,19.44,,1549.69,Transport & Travel,Taxi & Rental car
3/08/2024,Eftpos Credit                 03Aug11:49 Uber* Trip\,,0.19,1569.13,Deposits,Deposit
3/08/2024,Eftpos Debit                  03Aug11:48 Uber* Trip\,5,,1568.94,Transport & Travel,Taxi & Rental car
3/08/2024,Eftpos Debit                  03Aug11:23 Uber* Trip\,15.57,,1573.94,Transport & Travel,Taxi & Rental car
3/08/2024,Eftpos Debit                  03Aug09:50 Uber* Trip\,18.32,,1589.51,Transport & Travel,Taxi & Rental car
3/08/2024,Eftpos Debit                  02Aug23:49 Uber* Trip\,13.27,,1607.83,Transport & Travel,Taxi & Rental car
3/08/2024,Eftpos Debit                  03Aug03:04 Uber Eats* Eats\,97.14,,1621.1,Food & Beverage,Dining out
2/08/2024,Eftpos Debit                  02Aug12:10 Uber Eats* Eats\,39.49,,1718.24,Food & Beverage,Dining out
2/08/2024,Eftpos Debit                  02Aug06:38 Uber* Trip\,3.6,,1757.73,Transport & Travel,Taxi & Rental car
2/08/2024,Atm Withdrawal                01Aug23:53 Banksa                Enfield Sa   5  Au,1000,,1761.33,Withdrawals & Transfers,ATM & EFTPOS
2/08/2024,Eftpos Credit                 02Aug00:27 Uber* Trip\,,0.02,2761.33,Deposits,Deposit
2/08/2024,Eftpos Debit                  02Aug00:13 Uber* Trip\,15.58,,2761.31,Transport & Travel,Taxi & Rental car
1/08/2024,Eftpos Debit                  01Aug19:38 Uber* Trip\,12.52,,2776.89,Transport & Travel,Taxi & Rental car
1/08/2024,Eftpos Debit                  01Aug19:00 Uber Eats* Eats\,32.88,,2789.41,Food & Beverage,Dining out
1/08/2024,Internet Deposit              01Aug09:37 From 9000204517840,,2000,2822.29,Deposits,Deposit
1/08/2024,Internet Deposit              01Aug06:16 From 0280074494440,,800,822.29,Deposits,Deposit
31/07/2024,Visa Purchase                 28Jul Zippay* P602433576   Zip.Co,40,,22.29,Retail & Personal,Retail (shopping)
31/07/2024,Eftpos Debit                  31Jul13:15 Uber Eats* Eats\,30.13,,62.29,Food & Beverage,Dining out
30/07/2024,Visa Purchase                 26Jul Uber* Eats           Httpswww.,151.11,,92.42,Food & Beverage,Dining out
30/07/2024,Eftpos Debit                  29Jul23:17 Uber Eats* Eats\,25.97,,243.53,Food & Beverage,Dining out
30/07/2024,Eftpos Debit                  29Jul23:14 Uber Eats* Eats\,55.08,,269.5,Food & Beverage,Dining out
29/07/2024,Visa Purchase                 26Jul Dan Murphys Online   Bella Vis,62.29,,324.58,Food & Beverage,Beverages
29/07/2024,Eftpos Debit                  29Jul16:44 Uber* Trip\,17.16,,386.87,Transport & Travel,Taxi & Rental car
29/07/2024,Eftpos Debit                  28Jul19:32 Uber Eats* Eats\,78.89,,404.03,Food & Beverage,Dining out
29/07/2024,Eftpos Debit                  28Jul19:13 Uber Eats* Eats\,54.28,,482.92,Food & Beverage,Dining out
29/07/2024,Eftpos Debit                  28Jul15:11 Otr Newton         \Newton            Au,75.27,,537.2,Transport & Travel,Petrol
27/07/2024,Eftpos Debit                  27Jul13:54 Lobethal Bierhaus     Lobethal     Sa Au,102,,612.47,Food & Beverage,Beverages
26/07/2024,Eftpos Debit                  25Jul23:52 Uber Eats* Eats\,60.16,,714.47,Food & Beverage,Dining out
26/07/2024,Eftpos Debit                  25Jul23:38 Uber Eats* Eats\,31.54,,774.63,Food & Beverage,Dining out
25/07/2024,Internet Deposit              25Jul06:01 From 0280074494440,,800,806.17,Deposits,Deposit
24/07/2024,Visa Purchase                 21Jul Amazon Marketplace A Sydney So,9.99,,6.17,Retail & Personal,Retail (shopping)
24/07/2024,Visa Purchase                 21Jul Amazon Au            Sydney So,7.98,,16.16,Retail & Personal,Retail (shopping)
24/07/2024,Visa Purchase                 21Jul Amazon Au            Sydney So,3.5,,24.14,Retail & Personal,Retail (shopping)
24/07/2024,Visa Purchase                 21Jul Amazon Au            Sydney So,3.5,,27.64,Retail & Personal,Retail (shopping)
23/07/2024,Visa Purchase                 20Jul Prime Video Channels Sydney,8.99,,31.14,Retail & Personal,Retail (shopping)
22/07/2024,Visa Purchase                 19Jul Uber* Eats           Httpswww.,74.72,,40.13,Food & Beverage,Dining out
22/07/2024,Eftpos Debit                  22Jul15:10 Uber* Trip\,18.12,,114.85,Transport & Travel,Taxi & Rental car
22/07/2024,Eftpos Debit                  22Jul10:05 Uber Eats* Eats\,5.37,,132.97,Food & Beverage,Dining out
22/07/2024,Eftpos Debit                  22Jul09:33 Uber Eats* Eats\,26.92,,138.34,Food & Beverage,Dining out
22/07/2024,Atm Withdrawal                22Jul07:48 Banksa                Enfield Sa   5  Au,450,,165.26,Withdrawals & Transfers,ATM & EFTPOS
22/07/2024,Eftpos Debit                  22Jul08:08 Uber* Trip\,17.25,,615.26,Transport & Travel,Taxi & Rental car
22/07/2024,Eftpos Credit                 21Jul13:38 Uber* Trip\,,0.01,632.51,Deposits,Deposit
22/07/2024,Eftpos Debit                  21Jul13:25 Uber* Trip\,13.54,,632.5,Transport & Travel,Taxi & Rental car
20/07/2024,Eftpos Debit                  20Jul20:26 Uber Eats* Eats\,66.79,,646.04,Food & Beverage,Dining out
19/07/2024,Eftpos Debit                  19Jul21:34 Uber Eats* Eats\,40.94,,712.83,Food & Beverage,Dining out
19/07/2024,Eftpos Debit                  19Jul01:24 Uber Eats* Eats\,65.5,,753.77,Food & Beverage,Dining out
18/07/2024,Visa Purchase                 16Jul Sefton Park Foodland Sefton Pa,83.6,,819.27,Food & Beverage,Food & Groceries
18/07/2024,Internet Deposit              18Jul06:02 From 0280074494440,,800,902.87,Deposits,Deposit
18/07/2024,Eftpos Debit                  17Jul23:11 Uber* Trip\,11.8,,102.87,Transport & Travel,Taxi & Rental car
